Rk,Name,Age,Tm,Lg,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
12,Logan Allen*\allenlo01,24,CLE,AL,1,4,.200,9.19,5,5,0,0,0,0,15.2,20,18,16,7,7,0,12,2,0,2,75,47,9.13,1.723,11.5,4.0,4.0,6.9,1.71
13,Yency Almonte\almonye01,27,COL,NL,1,1,.500,11.77,15,0,2,0,0,0,13.0,16,17,17,4,10,0,10,2,0,2,64,40,8.36,2.000,11.1,2.8,6.9,6.9,1.00
14,Dan Altavilla\altavda01,28,SDP,NL,0,0,,6.75,2,0,1,0,0,0,1.1,1,1,1,1,0,0,2,0,0,0,5,71,9.88,0.750,6.8,6.8,0.0,13.5,
15,Jose Alvarado*\alvarjo03,26,PHI,NL,3,0,1.000,2.84,15,0,3,0,0,2,12.2,8,4,4,0,12,2,19,3,0,3,60,142,3.68,1.579,5.7,0.0,8.5,13.5,1.58
16,Jose Alvarez*\alvarjo02,32,SFG,NL,1,1,.500,4.35,12,0,4,0,0,0,10.1,11,8,5,0,9,0,11,0,0,0,52,91,3.61,1.935,9.6,0.0,7.8,9.6,1.22
17,Adbert Alzolay\alzolad01,26,CHC,NL,2,3,.400,4.62,7,7,0,0,0,0,37.0,26,19,19,8,7,0,39,2,0,0,142,83,4.56,0.892,6.3,1.9,1.7,9.5,5.57
18,Brett Anderson*\anderbr04,33,MIL,NL,2,3,.400,4.50,6,6,0,0,0,0,24.0,28,13,12,4,8,0,14,1,0,0,107,92,5.25,1.500,10.5,1.5,3.0,5.3,1.75
19,Chase Anderson\anderch01,33,PHI,NL,2,4,.333,6.96,8,8,0,0,0,0,32.1,36,25,25,7,16,0,26,3,0,0,151,57,6.10,1.608,10.0,1.9,4.5,7.2,1.63
20,Ian Anderson\anderia01,23,ATL,NL,3,1,.750,3.20,8,8,0,0,0,0,45.0,34,16,16,4,21,0,47,0,0,2,186,136,3.59,1.222,6.8,0.8,4.2,9.4,2.24
21,Shaun Anderson\andersh01,26,MIN,AL,0,0,,9.00,3,0,0,0,0,0,5.0,9,8,5,1,3,0,6,1,0,0,29,47,5.73,2.400,16.2,1.8,5.4,10.8,2.00
22,Tyler Anderson*\anderty01,31,PIT,NL,3,3,.500,3.50,8,8,0,0,0,0,46.1,37,18,18,5,14,0,44,0,0,0,187,117,3.54,1.101,7.2,1.0,2.7,8.5,3.14
23,Matt Andriese\andrima01,31,BOS,AL,2,2,.500,4.91,14,0,1,0,0,1,18.1,24,12,10,2,6,0,17,1,1,0,84,90,3.84,1.636,11.8,1.0,2.9,8.3,2.83
24,Tejay Antone\antonte01,27,CIN,NL,1,0,1.000,2.08,13,0,3,0,0,2,21.2,8,5,5,2,9,0,29,3,0,1,81,219,3.31,0.785,3.3,0.8,3.7,12.0,3.22
25,Chris Archer\archech01,32,TBR,AL,0,1,.000,6.23,2,1,0,0,0,0,4.1,7,4,3,0,1,0,6,0,0,0,21,67,1.05,1.846,14.5,0.0,2.1,12.5,6.00
26,Kohei Arihara\arihako01,28,TEX,AL,2,3,.400,6.59,7,7,0,0,0,0,28.2,32,22,21,7,12,0,17,2,0,1,127,66,6.58,1.535,10.0,2.2,3.8,5.3,1.42
27,Shawn Armstrong\armstsh01,30,BAL,AL,0,0,,8.53,14,0,4,0,0,0,12.2,19,13,12,3,7,0,14,1,0,0,66,51,5.89,2.053,13.5,2.1,5.0,9.9,2.00
28,Jake Arrieta\arrieja01,35,CHC,NL,4,3,.571,4.10,7,7,0,0,0,0,37.1,33,17,17,7,13,1,29,1,0,1,155,94,5.13,1.232,8.0,1.7,3.1,7.0,2.23
29,Willians Astudillo\astudwi01,29,MIN,AL,0,0,,4.50,2,0,2,0,0,0,2.0,1,1,1,1,0,0,0,0,0,0,7,104,9.63,0.500,4.5,4.5,0.0,0.0,
30,Luis Avilan*\avilalu01,31,WSN,NL,0,1,.000,12.60,4,0,0,0,0,0,5.0,7,7,7,1,3,0,4,1,0,0,27,33,6.53,2.000,12.6,1.8,5.4,7.2,1.33
31,Caleb Baragar*\baragca01,27,SFG,NL,2,1,.667,0.69,17,0,3,0,0,0,13.0,10,3,1,0,9,2,10,1,0,0,57,567,3.90,1.462,6.9,0.0,6.2,6.9,1.11
32,Daniel Bard\bardda01,36,COL,NL,1,2,.333,6.14,15,0,10,0,0,4,14.2,22,12,10,2,8,0,17,1,0,1,75,76,4.42,2.045,13.5,1.2,4.9,10.4,2.13
33,Scott Barlow\barlosc01,28,KCR,AL,1,1,.500,2.57,19,0,3,0,0,1,21.0,18,6,6,0,9,0,29,1,0,1,91,173,1.79,1.286,7.7,0.0,3.9,12.4,3.22
34,Jacob Barnes\barneja01,31,NYM,NL,1,0,1.000,7.84,10,0,2,0,0,0,10.1,12,9,9,3,3,0,10,0,0,0,47,50,5.84,1.452,10.5,2.6,2.6,8.7,3.33
35,Matt Barnes\barnema01,31,BOS,AL,1,1,.500,2.66,19,0,14,0,0,9,20.1,8,6,6,2,3,0,35,0,0,1,71,166,1.40,0.541,3.5,0.9,1.3,15.5,11.67
36,Jaime Barria\barrija01,24,LAA,AL,0,0,,31.50,1,0,0,0,0,0,2.0,6,7,7,0,4,0,0,0,0,0,15,16,9.13,5.000,27.0,0.0,18.0,0.0,0.00
37,Anthony Bass\bassan01,33,MIA,NL,1,3,.250,4.40,17,0,6,0,0,0,14.1,14,8,7,2,5,2,12,3,0,0,62,94,4.94,1.326,8.8,1.3,3.1,7.5,2.40
38,Chris Bassitt\bassich01,32,OAK,AL,3,2,.600,3.88,9,9,0,0,0,0,53.1,47,23,23,5,14,0,57,7,0,2,224,101,3.39,1.144,7.9,0.8,2.4,9.6,4.07
39,Trevor Bauer\bauertr01,30,LAD,NL,4,2,.667,2.20,9,9,0,1,0,0,57.1,29,15,14,8,14,0,77,3,0,2,217,173,3.14,0.750,4.6,1.3,2.2,12.1,5.50
40,Eduard Bazardo\bazared01,25,BOS,AL,0,0,,0.00,2,0,1,0,0,0,3.0,1,0,0,0,2,0,3,0,0,0,12,,3.13,1.000,3.0,0.0,6.0,9.0,1.50
41,Jeremy Beasley\beaslje01,25,TOR,AL,0,0,,5.40,2,0,1,0,0,0,1.2,3,1,1,0,2,0,2,0,0,0,10,95,4.33,3.000,16.2,0.0,10.8,10.8,1.00
42,David Bednar\bednada01,26,PIT,NL,0,0,,3.31,18,0,8,0,0,0,16.1,12,6,6,3,4,0,21,0,0,0,64,125,3.68,0.980,6.6,1.7,2.2,11.6,5.25
43,Cam Bedrosian\bedroca01,29,CIN,NL,0,0,,11.12,6,0,2,0,0,0,5.2,10,7,7,2,6,0,7,0,0,0,33,43,8.42,2.824,15.9,3.2,9.5,11.1,1.17
44,Anthony Bemboom\bemboan01,31,LAA,AL,0,0,,18.00,1,0,1,0,0,0,1.0,3,2,2,1,0,0,0,0,0,0,7,33,16.13,3.000,27.0,9.0,0.0,0.0,
45,Anthony Bender\bendean01,26,MIA,NL,0,0,,0.00,5,0,1,0,0,0,5.0,1,0,0,0,1,0,8,0,0,0,17,,0.53,0.400,1.8,0.0,1.8,14.4,8.00
46,Wes Benjamin*\benjawe01,27,TEX,AL,0,2,.000,7.36,4,1,0,0,0,0,7.1,7,6,6,1,9,0,7,0,0,0,36,61,6.67,2.182,8.6,1.2,11.0,8.6,0.78
47,Travis Bergen*\bergetr01,27,TOR,AL,2,0,1.000,0.00,7,1,1,0,0,0,8.2,3,0,0,0,4,0,5,1,0,0,33,,3.70,0.808,3.1,0.0,4.2,5.2,1.25
48,Jose Berrios\berrijo01,27,MIN,AL,3,2,.600,3.74,8,8,0,0,0,0,45.2,38,19,19,5,14,0,49,3,0,1,183,106,3.52,1.139,7.5,1.0,2.8,9.7,3.50
49,Dellin Betances\betande01,33,NYM,NL,0,0,,9.00,1,0,0,0,0,0,1.0,0,1,1,0,1,0,1,1,0,0,5,59,7.13,1.000,0.0,0.0,9.0,9.0,1.00
50,Alec Bettinger\bettial01,25,MIL,NL,0,1,.000,15.43,2,1,0,0,0,0,7.0,13,12,12,2,3,0,4,1,0,1,37,28,7.41,2.286,16.7,2.6,3.9,5.1,1.33
51,Phil Bickford\bickfph01,25,MIL,NL,0,0,,18.00,1,0,0,0,0,0,1.0,2,2,2,1,1,0,0,1,0,0,7,31,22.13,3.000,18.0,9.0,9.0,0.0,0.00
52,Jesse Biddle*\biddlje01,29,ATL,NL,0,0,,8.44,8,0,5,0,0,0,10.2,10,10,10,1,8,0,11,2,0,4,51,53,5.09,1.688,8.4,0.8,6.8,9.3,1.38
53,Shane Bieber\biebesh01,26,CLE,AL,4,3,.571,3.17,9,9,0,0,0,0,59.2,51,22,21,7,22,0,92,3,0,3,253,135,2.82,1.223,7.7,1.1,3.3,13.9,4.18
54,Brandon Bielak\bielabr01,25,HOU,AL,2,2,.500,4.74,9,0,1,0,0,0,19.0,16,10,10,1,7,0,14,0,0,1,81,90,3.44,1.211,7.6,0.5,3.3,6.6,2.00
55,Alex Blandino\blandal01,28,CIN,NL,0,0,,0.00,2,0,2,0,0,0,1.1,0,0,0,0,1,0,0,0,0,0,4,,5.38,0.750,0.0,0.0,6.8,0.0,0.00
56,Richard Bleier*\bleieri01,34,MIA,NL,2,0,1.000,3.86,17,0,2,0,0,0,16.1,13,7,7,4,0,0,15,0,0,0,61,106,4.47,0.796,7.2,2.2,0.0,8.3,
57,Ryan Borucki*\borucry01,27,TOR,AL,3,1,.750,4.05,13,0,3,0,0,0,13.1,7,7,6,1,5,0,14,0,0,1,51,107,3.13,0.900,4.7,0.7,3.4,9.5,2.80
58,Ben Bowden*\bowdebe01,26,COL,NL,1,2,.333,6.39,15,0,4,0,0,0,12.2,19,11,9,2,6,0,13,0,0,0,64,73,4.55,1.974,13.5,1.4,4.3,9.2,2.17
59,Brad Boxberger\boxbebr01,33,MIL,NL,0,1,.000,3.60,16,0,4,0,0,1,15.0,10,7,6,3,2,0,15,2,0,0,59,116,4.53,0.800,6.0,1.8,1.2,9.0,7.50
60,Matthew Boyd*\boydma01,30,DET,AL,2,4,.333,2.45,8,8,0,0,0,0,47.2,36,15,13,2,10,0,37,5,0,3,190,173,3.06,0.965,6.8,0.4,1.9,7.0,3.70
61,Archie Bradley\bradlar01,28,PHI,NL,0,1,.000,6.00,4,0,0,0,0,0,3.0,4,2,2,0,1,0,3,0,0,1,14,74,2.13,1.667,12.0,0.0,3.0,9.0,3.00
62,Jake Brentz*\brentja01,26,KCR,AL,0,0,,3.18,19,0,3,0,0,0,17.0,12,7,6,2,13,1,20,0,1,1,77,141,4.60,1.471,6.4,1.1,6.9,10.6,1.54
63,Austin Brice\briceau01,29,BOS,AL,0,0,,6.94,12,0,3,0,0,0,11.2,12,9,9,2,6,0,9,4,0,0,55,64,6.38,1.543,9.3,1.5,4.6,6.9,1.50
64,Connor Brogdon\brogdco01,26,PHI,NL,4,1,.800,5.28,17,0,1,0,0,0,15.1,13,10,9,2,7,1,10,1,0,0,65,76,5.08,1.304,7.6,1.2,4.1,5.9,1.43
65,Rex Brothers*\brothre01,33,CHC,NL,1,0,1.000,3.14,17,0,2,0,0,1,14.1,10,5,5,1,7,0,26,3,0,1,62,125,2.50,1.186,6.3,0.6,4.4,16.3,3.71
66,JT Brubaker\brubajt01,27,PIT,NL,3,2,.600,2.58,7,7,0,0,0,0,38.1,34,11,11,6,9,0,41,5,1,0,161,158,4.12,1.122,8.0,1.4,2.1,9.6,4.56
67,Kris Bubic*\bubickr01,23,KCR,AL,0,0,,1.42,4,0,2,0,0,0,12.2,8,2,2,0,7,0,10,0,0,0,50,317,3.20,1.184,5.7,0.0,5.0,7.1,1.43
68,Walker Buehler\buehlwa01,26,LAD,NL,2,0,1.000,2.98,8,8,0,0,0,0,51.1,38,17,17,8,7,0,54,1,0,0,196,127,3.52,0.877,6.7,1.4,1.2,9.5,7.71
69,J.B. Bukauskas\bukaujb01,24,ARI,NL,1,1,.500,8.31,11,0,0,0,0,0,8.2,14,8,8,1,2,0,8,0,0,0,41,52,3.47,1.846,14.5,1.0,2.1,8.3,4.00
70,Madison Bumgarner*\bumgama01,31,ARI,NL,4,3,.571,4.15,9,9,0,1,1,0,47.2,36,22,22,6,14,1,54,5,1,0,196,100,3.69,1.049,6.8,1.1,2.6,10.2,3.86
71,Aaron Bummer*\bummeaa01,27,CHW,AL,0,1,.000,1.17,16,0,1,0,0,0,15.1,11,4,2,0,7,0,19,1,0,0,65,353,2.21,1.174,6.5,0.0,4.1,11.2,2.71
72,Dylan Bundy\bundydy01,28,LAA,AL,0,5,.000,6.02,8,8,0,0,0,0,43.1,43,30,29,7,12,0,46,2,0,1,186,73,4.07,1.269,8.9,1.5,2.5,9.6,3.83
73,Zack Burdi\burdiza01,26,CHW,AL,0,0,,3.00,1,0,0,0,0,0,3.0,3,2,1,1,1,0,3,0,0,0,13,152,6.46,1.333,9.0,3.0,3.0,9.0,3.00
74,Corbin Burnes\burneco01,26,MIL,NL,2,3,.400,1.57,6,6,0,0,0,0,34.1,21,7,6,1,1,0,58,3,0,0,128,263,0.48,0.641,5.5,0.3,0.3,15.2,58.00
75,Matt Bush\bushma01,35,TEX,AL,0,0,,9.00,3,0,1,0,0,0,3.0,4,3,3,3,1,0,4,0,0,0,14,53,14.46,1.667,12.0,9.0,3.0,12.0,4.00
76,Asdrubal Cabrera\cabreas01,35,ARI,NL,0,0,,0.00,2,0,1,0,0,0,1.1,1,0,0,0,0,0,0,0,0,0,4,,3.13,0.750,6.8,0.0,0.0,0.0,
77,Genesis Cabrera*\cabrege01,24,STL,NL,0,1,.000,2.21,19,0,2,0,0,0,20.1,13,6,5,1,9,0,22,2,0,2,84,172,3.22,1.082,5.8,0.4,4.0,9.7,2.44
78,Trevor Cahill\cahiltr01,33,PIT,NL,1,4,.200,5.97,7,7,0,0,0,0,34.2,40,25,23,4,9,0,27,0,0,2,151,68,3.85,1.413,10.4,1.0,2.3,7.0,3.00
79,Paul Campbell\campbpa02,25,MIA,NL,0,2,.000,8.74,5,1,0,0,0,0,11.1,19,14,11,1,6,0,13,2,0,2,61,47,4.10,2.206,15.1,0.8,4.8,10.3,2.17
80,Griffin Canning\cannigr01,25,LAA,AL,3,2,.600,4.78,7,6,0,0,0,0,32.0,32,18,17,7,12,0,37,0,0,1,137,92,4.78,1.375,9.0,2.0,3.4,10.4,3.08
81,Matt Carpenter\carpema01,35,STL,NL,0,0,,0.00,1,0,1,0,0,0,1.1,2,0,0,0,0,0,0,1,0,0,6,,5.38,1.500,13.5,0.0,0.0,0.0,
82,Daniel Castano*\castada01,26,MIA,NL,0,2,.000,5.19,4,4,0,0,0,0,17.1,20,10,10,3,7,0,10,1,0,0,78,79,5.61,1.558,10.4,1.6,3.6,5.2,1.43
83,Ryan Castellani\castery01,25,COL,NL,0,0,,5.40,1,1,0,0,0,0,3.1,5,2,2,1,4,0,2,1,0,0,17,93,10.33,2.700,13.5,2.7,10.8,5.4,0.50
84,Diego Castillo\castidi01,27,TBR,AL,0,2,.000,3.52,15,0,10,0,0,7,15.1,11,6,6,3,6,1,21,0,0,1,62,111,4.10,1.109,6.5,1.8,3.5,12.3,3.50
85,Luis Castillo\castilu02,28,CIN,NL,1,5,.167,7.71,8,8,0,0,0,0,37.1,55,38,32,6,12,1,29,2,1,1,178,59,4.79,1.795,13.3,1.4,2.9,7.0,2.42
86,Anthony Castro\castran02,26,TOR,AL,0,0,,0.00,6,0,2,0,0,1,7.1,3,0,0,0,1,0,9,1,0,1,27,,1.49,0.545,3.7,0.0,1.2,11.0,9.00
87,Harold Castro\castrha01,27,DET,AL,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,4,,6.13,1.000,0.0,0.0,9.0,0.0,0.00
88,Miguel Castro\castrmi01,26,NYM,NL,0,1,.000,3.38,14,1,2,0,0,0,13.1,12,6,5,1,8,0,20,1,0,2,61,116,3.13,1.500,8.1,0.7,5.4,13.5,2.50
89,Dylan Cease\ceasedy01,25,CHW,AL,2,0,1.000,2.41,8,8,0,1,1,0,41.0,30,12,11,3,20,0,50,2,1,2,171,169,3.25,1.220,6.6,0.7,4.4,11.0,2.50
90,Luis Cessa\cessalu01,29,NYY,AL,0,0,,3.18,13,0,7,0,0,0,17.0,13,11,6,1,13,1,20,0,0,0,78,129,3.83,1.529,6.9,0.5,6.9,10.6,1.54
91,Jhoulys Chacin\chacijh01,33,COL,NL,0,1,.000,5.51,7,1,0,0,0,0,16.1,19,10,10,4,8,0,10,0,0,0,73,85,6.55,1.653,10.5,2.2,4.4,5.5,1.25
92,Andrew Chafin*\chafian01,31,CHC,NL,0,1,.000,2.70,20,0,0,0,0,0,20.0,11,6,6,1,8,1,21,2,0,1,81,144,3.18,0.950,5.0,0.5,3.6,9.5,2.63
93,Aroldis Chapman*\chapmar01,33,NYY,AL,2,0,1.000,0.00,15,0,11,0,0,9,15.0,4,1,0,0,5,1,31,0,0,0,54,,-0.01,0.600,2.4,0.0,3.0,18.6,6.20
94,JT Chargois\chargjt01,30,SEA,AL,0,0,,3.38,4,0,0,0,0,0,5.1,5,2,2,1,0,0,6,1,0,0,22,125,3.88,0.938,8.4,1.7,0.0,10.1,
95,Tyler Chatwood\chatwty01,31,TOR,AL,0,0,,0.61,13,0,0,0,0,0,14.2,8,1,1,0,4,0,21,1,0,0,55,704,1.29,0.818,4.9,0.0,2.5,12.9,5.25
96,Adam Cimber\cimbead01,30,MIA,NL,0,0,,2.84,19,0,7,0,0,0,19.0,15,7,6,0,6,2,14,3,0,0,78,144,3.07,1.105,7.1,0.0,2.8,6.6,2.33
97,Steve Cishek\cishest01,35,LAA,AL,0,0,,4.70,18,0,2,0,0,0,15.1,18,12,8,0,12,2,15,0,1,3,76,94,3.52,1.957,10.6,0.0,7.0,8.8,1.25
98,Jose Cisnero\cisnejo01,32,DET,AL,0,1,.000,5.74,18,0,3,0,0,0,15.2,19,14,10,3,8,0,25,0,0,0,75,75,3.96,1.723,10.9,1.7,4.6,14.4,3.13
99,Aaron Civale\civalaa01,26,CLE,AL,5,1,.833,3.40,8,8,0,0,0,0,53.0,41,21,20,7,15,0,39,2,1,1,209,126,4.33,1.057,7.0,1.2,2.5,6.6,2.60
100,Taylor Clarke\clarkta01,28,ARI,NL,1,0,1.000,4.71,17,0,5,0,0,0,21.0,25,12,11,3,5,1,19,0,0,1,91,89,3.89,1.429,10.7,1.3,2.1,8.1,3.80
101,Emmanuel Clase\claseem01,23,CLE,AL,2,2,.500,1.00,20,0,15,0,0,7,18.0,18,6,2,0,9,1,19,0,1,2,82,434,2.51,1.500,9.0,0.0,4.5,9.5,2.11
102,Alex Claudio*\claudal01,29,LAA,AL,0,0,,4.30,17,0,5,0,0,0,14.2,16,8,7,1,2,0,16,0,0,0,63,103,2.24,1.227,9.8,0.6,1.2,9.8,8.00
103,Sam Clay*\claysa01,28,WSN,NL,0,0,,2.77,15,0,1,0,0,0,13.0,12,5,4,1,5,1,10,1,0,2,57,143,3.97,1.308,8.3,0.7,3.5,6.9,2.00
104,Garrett Cleavinger*\cleavga01,27,LAD,NL,1,3,.250,4.50,8,0,3,0,0,0,6.0,8,6,3,2,4,0,9,0,0,0,30,89,6.46,2.000,12.0,3.0,6.0,13.5,2.25
105,Alex Cobb\cobbal01,33,LAA,AL,1,2,.333,5.48,5,5,0,0,0,0,21.1,26,16,13,1,10,0,31,2,0,0,102,80,2.52,1.688,11.0,0.4,4.2,13.1,3.10
106,Kyle Cody\codyky01,26,TEX,AL,0,2,.000,7.94,7,0,2,0,0,0,11.1,16,11,10,3,2,0,14,3,0,1,55,56,5.42,1.588,12.7,2.4,1.6,11.1,7.00
107,A.J. Cole\coleaj01,29,TOR,AL,0,0,,0.00,3,0,2,0,0,1,4.2,2,0,0,0,1,0,4,0,0,0,17,,2.05,0.643,3.9,0.0,1.9,7.7,4.00
108,Gerrit Cole\colege01,30,NYY,AL,5,2,.714,2.03,9,9,0,0,0,0,57.2,40,14,13,5,5,0,85,1,0,3,214,199,1.62,0.780,6.2,0.8,0.8,13.3,17.00
109,Alex Colome\colomal01,32,MIN,AL,2,3,.400,4.91,14,0,6,0,0,2,14.2,14,15,8,2,7,0,15,3,0,0,68,82,4.90,1.432,8.6,1.2,4.3,9.2,2.14
110,Sam Coonrod\coonrsa01,28,PHI,NL,0,0,,1.00,16,0,3,0,0,2,18.0,12,2,2,2,2,0,19,1,0,1,69,401,2.96,0.778,6.0,1.0,1.0,9.5,9.50
111,Patrick Corbin*\corbipa01,31,WSN,NL,2,3,.400,6.19,7,7,0,0,0,0,36.1,36,26,25,10,14,1,29,2,0,0,157,63,6.43,1.376,8.9,2.5,3.5,7.2,2.07
112,Stefan Crichton\crichst01,29,ARI,NL,0,2,.000,5.84,15,0,8,0,0,4,12.1,17,10,8,1,6,2,10,0,0,1,59,73,4.02,1.865,12.4,0.7,4.4,7.3,1.67
113,Kyle Crick\crickky01,28,PIT,NL,0,0,,1.59,12,0,1,0,0,0,11.1,1,2,2,0,6,0,10,2,0,3,41,263,3.48,0.618,0.8,0.0,4.8,7.9,1.67
114,Nabil Crismatt\crismna01,26,SDP,NL,1,1,.500,2.30,8,0,4,0,0,0,15.2,14,6,4,1,6,1,13,3,0,2,67,163,4.02,1.277,8.0,0.6,3.4,7.5,2.17
115,Garrett Crochet*\crochga01,22,CHW,AL,1,2,.333,0.77,11,0,2,0,0,0,11.2,11,4,1,0,7,1,13,1,0,2,55,542,2.95,1.543,8.5,0.0,5.4,10.0,1.86
116,Jake Cronenworth\croneja01,27,SDP,NL,0,0,,0.00,1,0,1,0,0,0,0.2,1,0,0,0,0,0,1,0,0,0,3,,0.13,1.500,13.5,0.0,0.0,13.5,
117,Wil Crowe\crowewi01,26,PIT,NL,0,2,.000,4.35,5,4,0,0,0,0,20.2,18,10,10,2,10,0,17,2,0,3,89,95,4.48,1.355,7.8,0.9,4.4,7.4,1.70
118,Johnny Cueto\cuetojo01,35,SFG,NL,2,1,.667,3.62,5,5,0,0,0,0,27.1,29,11,11,2,5,0,22,0,0,0,111,107,3.02,1.244,9.5,0.7,1.6,7.2,4.40
119,John Curtiss\curtijo02,28,MIA,NL,2,1,.667,2.33,16,0,3,0,0,0,19.1,18,5,5,3,1,0,24,1,0,0,77,176,2.97,0.983,8.4,1.4,0.5,11.2,24.00
120,Yu Darvish\darviyu01,34,SDP,NL,4,1,.800,1.81,9,9,0,0,0,0,54.2,35,12,11,5,13,0,69,5,0,3,214,203,2.78,0.878,5.8,0.8,2.1,11.4,5.31
121,Zach Davies\davieza02,28,CHC,NL,2,2,.500,5.60,8,8,0,0,0,0,35.1,42,23,22,3,21,0,22,3,0,0,167,69,5.02,1.783,10.7,0.8,5.3,5.6,1.05
122,Wade Davis\daviswa01,35,KCR,AL,0,2,.000,7.53,14,0,10,0,0,1,14.1,16,12,12,2,6,0,14,1,0,3,64,60,4.45,1.535,10.0,1.3,3.8,8.8,2.33
123,Grant Dayton*\daytogr01,33,ATL,NL,0,0,,5.00,9,0,1,0,0,0,9.0,9,5,5,1,3,1,10,0,0,0,39,90,3.35,1.333,9.0,1.0,3.0,10.0,3.33
124,Brett de Geus\degeubr01,23,TEX,AL,0,0,,6.75,13,0,6,0,0,0,17.1,15,13,13,1,10,0,16,4,0,1,78,65,4.45,1.442,7.8,0.5,5.2,8.3,1.60
125,Jose De Leon\deleojo03,28,CIN,NL,0,1,.000,8.35,9,2,1,0,0,0,18.1,22,17,17,4,11,0,33,2,0,3,91,55,4.49,1.800,10.8,2.0,5.4,16.2,3.00
126,Enyel De Los Santos\delosen01,25,PHI,NL,0,1,.000,13.50,3,0,0,0,0,0,2.0,3,4,3,0,1,0,2,1,0,1,11,35,4.13,2.000,13.5,0.0,4.5,9.0,2.00
127,Jacob deGrom\degroja01,33,NYM,NL,3,2,.600,0.68,6,6,0,1,1,0,40.0,17,6,3,2,7,0,65,0,0,0,141,569,1.05,0.600,3.8,0.5,1.6,14.6,9.29
128,Anthony DeSclafani\desclan01,31,SFG,NL,3,1,.750,2.14,8,8,0,1,1,0,46.1,30,11,11,4,11,0,41,0,0,2,179,180,3.19,0.885,5.8,0.8,2.1,8.0,3.73
129,Ross Detwiler*\detwiro01,35,MIA,NL,0,0,,3.52,16,2,1,0,0,0,15.1,10,6,6,0,9,0,19,2,0,0,68,117,2.80,1.239,5.9,0.0,5.3,11.2,2.11
130,Chris Devenski\devench02,30,ARI,NL,1,0,1.000,8.59,8,0,2,0,0,1,7.1,11,7,7,2,2,0,5,1,0,0,35,50,6.54,1.773,13.5,2.5,2.5,6.1,2.50
131,Edwin Diaz\diazed04,27,NYM,NL,1,1,.500,3.86,16,0,12,0,0,6,16.1,15,8,7,0,6,1,19,2,0,0,67,101,2.27,1.286,8.3,0.0,3.3,10.5,3.17
132,Miguel Diaz\diazmi02,26,SDP,NL,2,0,1.000,1.13,3,1,0,0,0,0,8.0,4,1,1,1,3,0,7,0,0,0,30,341,4.13,0.875,4.5,1.1,3.4,7.9,2.33
133,Jake Diekman*\diekmja01,34,OAK,AL,2,1,.667,3.57,19,0,8,0,0,5,17.2,16,9,7,2,7,1,26,1,0,2,78,111,3.01,1.302,8.2,1.0,3.6,13.2,3.71
