team code, game_date, game_number, mlb id, player name, batting order, confirmed, position
NYY,5/16/2021,1,518934,DJ LeMahieu,1,Y,
NYY,5/16/2021,1,572228,Luke Voit,2,Y,
NYY,5/16/2021,1,592450,Aaron Judge,3,Y,
NYY,5/16/2021,1,570482,Giovanny Urshela,4,Y,
NYY,5/16/2021,1,519317,Gary Sanchez,5,Y,
NYY,5/16/2021,1,640449,Clint Frazier,6,Y,
NYY,5/16/2021,1,543305,Miguel Andujar,7,Y,
NYY,5/16/2021,1,543309,Ryan LaMarre,8,Y,
NYY,5/16/2021,1,642180,Tyler Wade,9,Y,
NYY,5/16/2021,1,656756,Jordan Montgomery,SP,Y,
BAL,5/16/2021,1,656775,Cedric Mullins,1,Y,
BAL,5/16/2021,1,669720,Austin Hays,2,Y,
BAL,5/16/2021,1,641820,Trey Mancini,3,Y,
BAL,5/16/2021,1,663624,Ryan Mountcastle,4,Y,
BAL,5/16/2021,1,600474,Pedro Severino,5,Y,
BAL,5/16/2021,1,596748,Maikel Franco,6,Y,
BAL,5/16/2021,1,621466,Freddy Galvis,7,Y,
BAL,5/16/2021,1,642162,Patrick Valaika,8,Y,
BAL,5/16/2021,1,602104,Ryan McKenna,9,Y,
BAL,5/16/2021,1,602104,Adam Plutko,SP,Y,
SF,5/16/2021,1,643565,Mike Tauchman,1,Y,
SF,5/16/2021,1,527038,Mike Yastrzemski,2,Y,
SF,5/16/2021,1,474832,Buster Posey,3,Y,
SF,5/16/2021,1,596103,Alex Dickerson,4,Y,
SF,5/16/2021,1,446334,Evan Longoria,5,Y,
SF,5/16/2021,1,621453,Brandon Crawford,6,Y,
SF,5/16/2021,1,592200,Darin Ruf,7,Y,
SF,5/16/2021,1,643289,Mauricio Dubon,8,Y,
SF,5/16/2021,1,622072,Alex Wood,SP,Y,
PIT,5/16/2021,1,624428,Adam Frazier,1,Y,
PIT,5/16/2021,1,621028,Kevin Newman,2,Y,
PIT,5/16/2021,1,668804,Bryan Reynolds,3,Y,
PIT,5/16/2021,1,607732,Jacob Stallings,4,Y,
PIT,5/16/2021,1,643269,Will Craig,5,Y,
PIT,5/16/2021,1,570481,Erik Gonzalez,6,Y,
PIT,5/16/2021,1,570256,Ka'ai Tom,7,Y,
PIT,5/16/2021,1,594694,Troy Stokes Jr.,8,Y,
PIT,5/16/2021,1,656605,Mitch Keller,SP,Y,
PHI,5/16/2021,1,457705,Andrew McCutchen,1,Y,
PHI,5/16/2021,1,516416,Jean Segura,2,Y,
PHI,5/16/2021,1,656555,Rhys Hoskins,3,Y,
PHI,5/16/2021,1,664761,Alec Bohm,4,Y,
PHI,5/16/2021,1,547180,Brad Miller,5,Y,
PHI,5/16/2021,1,544369,Rafael Marchan,6,Y,
PHI,5/16/2021,1,546318,Odubel Herrera,7,Y,
PHI,5/16/2021,1,595284,Scott Kingery,8,Y,
PHI,5/16/2021,1,546318,Nick Maton,9,Y,
PHI,5/16/2021,1,502624,Chase Anderson,SP,Y,
TOR,5/16/2021,1,543760,Marcus Semien,1,Y,
TOR,5/16/2021,1,666182,Bo Bichette,2,Y,
TOR,5/16/2021,1,665489,Vladimir Guerrero,3,Y,
