,team,Name,b_o,pj_vO
0,LAD,Mookie Betts,1,7.38
1,LAD,Mookie Betts,1,7.38
2,LAD,Corey Seager,2,6.61
3,LAD,Corey Seager,2,6.61
4,LAD,Justin Turner,3,6.48
5,LAD,Max Muncy,4,6.55
6,LAD,Max Muncy,5,6.55
7,LAD,Chris Taylor,5,6.93
8,LAD,Chris Taylor,3,6.93
9,LAD,AJ Pollock,6,4.19
10,LAD,AJ Pollock,6,4.19
11,LAD,Gavin Lux,7,4.02
12,LAD,Gavin Lux,8,4.02
13,LAD,Austin Barnes,8,4.42
14,LAD,Will Smith,4,5.91
15,LAD,Edwin Rios,7,1.79
16,CHC,Willson Contreras,1,6.55
17,CHC,Kris Bryant,2,8.27
18,CHC,Kris Bryant,2,8.27
19,CHC,Anthony Rizzo,3,5.49
20,CHC,Anthony Rizzo,3,5.49
21,CHC,Javier Baez,4,7.84
22,CHC,Matt Duffy,5,2.4
23,CHC,David Bote,6,2.75
24,CHC,David Bote,4,2.75
25,CHC,Jake Marisnick,7,3.56
28,CHC,Joc Pederson,1,2.89
29,CHC,Jason Heyward,5,3.36
30,CHC,Eric Sogard,7,1.55
31,CHC,Tony Wolters,8,1.31
32,MIL,Kolten Wong,1,5.76
33,MIL,Luis Urias,2,4.45
34,MIL,Daniel Vogelbach,3,2.26
35,MIL,Travis Shaw,4,5.16
36,MIL,Jackie Bradley Jr.,5,4.29
37,MIL,Tyrone Taylor,6,3.93
38,MIL,Billy McKinney,7,3.31
39,MIL,Jacob Nottingham,8,19.33
40,PHI,Andrew McCutchen,1,6.47
41,PHI,Rhys Hoskins,2,12.79
42,PHI,J.T. Realmuto,3,8.8
43,PHI,Alec Bohm,4,7.59
44,PHI,Didi Gregorius,5,8.57
45,PHI,Brad Miller,6,5.99
46,PHI,Roman Quinn,7,3.34
47,PHI,Nick Maton,8,5.32
48,HOU,Jose Altuve,1,8.14
49,HOU,Michael Brantley,2,9.11
50,HOU,Alex Bregman,3,10.38
51,HOU,Yordan Alvarez,4,11.03
52,HOU,Yuli Gurriel,5,10.07
53,HOU,Carlos Correa,6,9.61
54,HOU,Kyle Tucker,7,8.69
55,HOU,Myles Straw,8,5.93
56,HOU,Martin Maldonado,9,2.07
57,NYY,DJ LeMahieu,1,6.72
58,NYY,Giancarlo Stanton,2,8.87
59,NYY,Aaron Judge,3,9.4
60,NYY,Gio Urshela,4,7.58
61,NYY,Gleyber Torres,5,5.3
62,NYY,Clint Frazier,6,4.18
63,NYY,Aaron Hicks,7,5.78
64,NYY,Kyle Higashioka,8,7.79
65,NYY,Rougned Odor,9,6.57
66,ATL,Ronald Acuna Jr.,1,14.82
67,ATL,Freddie Freeman,2,10.08
68,ATL,Marcell Ozuna,3,6.61
69,ATL,Ozzie Albies,4,9.31
70,ATL,Austin Riley,5,7.29
71,ATL,Dansby Swanson,6,5.4
72,ATL,William Contreras,7,6.62
73,ATL,Cristian Pache,8,4.29
74,LAD,Will Smith,4,8.63
75,WAS,Trea Turner,1,8.23
76,WAS,Yadiel Hernandez,2,4.26
77,WAS,Josh Harrison,3,6.31
78,WAS,Josh Bell,4,4.57
79,WAS,Kyle Schwarber,5,4.46
80,WAS,Starlin Castro,6,3.7
81,WAS,Yan Gomes,7,4.72
82,WAS,Victor Robles,8,3.02
83,DET,Robbie Grossman,1,6.17
84,DET,Jeimer Candelario,2,5.41
85,DET,Miguel Cabrera,3,3.19
86,DET,Jonathan Schoop,4,3.47
87,DET,Niko Goodrum,5,4.91
88,DET,Wilson Ramos,6,3.92
89,DET,Willi Castro,7,3.93
90,DET,JaCoby Jones,8,1.89
91,DET,Victor Reyes,9,2.08
92,BOS,Kike Hernandez,1,7.34
93,BOS,Alex Verdugo,2,9.56
94,BOS,J.D. Martinez,3,12.83
95,BOS,Xander Bogaerts,4,10.21
96,BOS,Christian Vazquez,5,7.28
97,BOS,Marwin Gonzalez,6,6.05
98,BOS,Christian Arroyo,7,6.3
99,BOS,Hunter Renfroe,8,5.9
100,BOS,Bobby Dalbec,9,4.59
101,TEX,Isiah Kiner-Falefa,1,5.41
102,TEX,Nick Solak,2,5.12
103,TEX,Nate Lowe,3,5.37
104,TEX,Adolis Garcia,4,4.84
105,TEX,Joey Gallo,5,4.57
106,TEX,Willie Calhoun,6,4.34
107,TEX,Charlie Culberson,7,3.52
108,TEX,David Dahl,8,2.76
